Chidamber-Kemerer metrics,sexta, 3 dez 2021 16:27:51 GMT
Class,CBO,DIT,LCOM,NOC,RFC,WMC
org.jabref.logic.bibtex.comparator.BibStringDiff,5,1,3,0,30,15
org.jabref.logic.bibtex.comparator.BibStringDiffTest,3,1,1,0,13,2
org.jabref.logic.bibtex.comparator.BibtexStringComparator,4,1,1,0,7,6
org.jabref.logic.bibtex.comparator.BibtexStringComparatorTest,2,1,1,0,6,1
org.jabref.logic.bibtex.comparator.CrossRefEntryComparator,4,1,1,0,2,3
org.jabref.logic.bibtex.comparator.CrossRefEntryComparatorTest,3,1,1,0,10,6
org.jabref.logic.bibtex.comparator.EntryComparator,9,1,1,0,22,27
org.jabref.logic.bibtex.comparator.EntryComparatorTest,4,1,2,0,19,12
org.jabref.logic.bibtex.comparator.FieldComparator,18,1,2,0,31,25
org.jabref.logic.bibtex.comparator.FieldComparator.FieldType,1,n/a,2,n/a,2,0
org.jabref.logic.bibtex.comparator.FieldComparatorStack,5,1,1,0,3,4
org.jabref.logic.bibtex.comparator.FieldComparatorTest,6,1,6,0,32,20
org.jabref.logic.bibtex.comparator.GroupDiff,6,1,3,0,9,5
org.jabref.logic.bibtex.comparator.GroupDiffTest,6,1,1,0,20,4
org.jabref.logic.bibtex.comparator.IdComparator,2,1,1,0,3,1
org.jabref.logic.bibtex.comparator.MetaDataDiff,8,1,3,0,26,18
org.jabref.logic.bibtex.comparator.MetaDataDiffTest,4,1,1,0,7,1
org.jabref.logic.bibtex.comparator.PreambleDiff,6,1,3,0,15,9
org.jabref.logic.bibtex.comparator.PreambleDiffTest,3,1,1,0,13,3
org.jabref.logic.bst.BibtexCaseChanger,6,1,1,0,31,47
org.jabref.logic.bst.BibtexCaseChanger.FORMAT_MODE,3,n/a,2,n/a,6,5
org.jabref.logic.bst.BibtexCaseChangersTest,2,1,8,0,13,9
org.jabref.logic.bst.BibtexNameFormatter,8,1,1,0,39,61
org.jabref.logic.bst.BibtexNameFormatterTest,2,1,9,0,25,13
org.jabref.logic.bst.BibtexPurify,5,1,1,0,12,17
org.jabref.logic.bst.BibtexPurifyTest,2,1,2,0,7,2
org.jabref.logic.bst.BibtexTextPrefix,4,1,1,0,9,12
org.jabref.logic.bst.BibtexWidth,4,1,1,0,12,27
org.jabref.logic.bst.BibtexWidthTest,1,1,4,0,9,4
org.jabref.logic.bst.BstPreviewLayout,11,1,2,0,25,6
org.jabref.logic.bst.BstPreviewLayoutTest,5,1,1,0,16,5
org.jabref.logic.bst.ChangeCaseFunction,6,1,1,0,12,5
org.jabref.logic.bst.FormatNameFunction,7,1,1,0,11,6
org.jabref.logic.bst.PurifyFunction,5,1,1,0,9,4
org.jabref.logic.bst.TestVM,10,1,20,0,80,38
org.jabref.logic.bst.TextPrefixFunction,5,1,1,0,9,5
org.jabref.logic.bst.TextPrefixFunctionTest,2,1,1,0,5,2
org.jabref.logic.bst.VM,28,1,2,0,132,150
org.jabref.logic.bst.VM.BstEntry,11,1,0,0,2,1
org.jabref.logic.bst.VM.BstFunction,n/a,n/a,n/a,n/a,1,n/a
org.jabref.logic.bst.VM.Identifier,2,1,1,0,2,2
org.jabref.logic.bst.VM.MacroFunction,3,1,1,0,3,2
org.jabref.logic.bst.VM.StackFunction,7,1,1,0,21,10
org.jabref.logic.bst.VM.Variable,0,1,1,0,2,2
org.jabref.logic.bst.VMException,9,4,0,0,2,1
org.jabref.logic.bst.Warn,n/a,n/a,n/a,n/a,1,n/a
org.jabref.logic.bst.WidthFunction,5,1,1,0,9,4
org.jabref.logic.citationkeypattern.AbstractCitationKeyPattern,17,1,1,2,35,16
org.jabref.logic.citationkeypattern.BracketedPattern,22,1,1,1,167,176
org.jabref.logic.citationkeypattern.BracketedPattern.Institution,2,n/a,3,n/a,12,7
org.jabref.logic.citationkeypattern.BracketedPatternTest,6,1,4,0,66,44
org.jabref.logic.citationkeypattern.CitationKeyGenerator,31,2,1,0,59,23
org.jabref.logic.citationkeypattern.CitationKeyGeneratorTest,13,1,9,0,107,81
org.jabref.logic.citationkeypattern.CitationKeyPatternPreferences,22,1,9,0,11,11
org.jabref.logic.citationkeypattern.CitationKeyPatternPreferences.KeySuffix,9,n/a,2,n/a,2,0
org.jabref.logic.citationkeypattern.DatabaseCitationKeyPattern,8,2,1,0,3,2
org.jabref.logic.citationkeypattern.GlobalCitationKeyPattern,25,2,2,0,4,3
org.jabref.logic.citationkeypattern.MakeLabelWithDatabaseTest,9,1,1,0,68,51
org.jabref.logic.citationkeypattern.MakeLabelWithoutDatabaseTest,3,1,1,0,7,3
org.jabref.logic.citationstyle.CSLAdapter,5,1,1,0,14,4
org.jabref.logic.citationstyle.CSLAdapter.JabRefItemDataProvider,8,1,2,0,29,6
org.jabref.logic.citationstyle.CitationStyle,7,1,4,0,62,22
org.jabref.logic.citationstyle.CitationStyleCache,7,1,1,0,13,6
org.jabref.logic.citationstyle.CitationStyleCache.BibDatabaseEntryListener,5,1,1,0,5,3
org.jabref.logic.citationstyle.CitationStyleCacheTest,4,1,1,0,9,1
org.jabref.logic.citationstyle.CitationStyleGenerator,9,1,1,0,16,5
org.jabref.logic.citationstyle.CitationStyleGeneratorTest,7,1,7,0,20,10
org.jabref.logic.citationstyle.CitationStyleOutputFormat,8,n/a,4,n/a,6,4
org.jabref.logic.citationstyle.CitationStylePreviewLayout,10,1,1,0,10,6
org.jabref.logic.citationstyle.CitationStyleTest,3,1,2,0,7,2
org.jabref.logic.citationstyle.JabRefLocaleProvider,1,1,1,0,8,2
org.jabref.logic.cleanup.BibtexBiblatexRoundtripTest,6,1,1,0,10,3
org.jabref.logic.cleanup.CleanupJob,n/a,n/a,n/a,n/a,1,n/a
org.jabref.logic.cleanup.CleanupPreferences,7,1,2,0,3,3
org.jabref.logic.cleanup.CleanupPreset,11,1,2,0,15,8
org.jabref.logic.cleanup.CleanupPreset.CleanupStep,6,n/a,2,n/a,2,0
org.jabref.logic.cleanup.CleanupWorker,25,1,1,0,22,21
org.jabref.logic.cleanup.CleanupWorkerTest,27,1,1,0,74,24
org.jabref.logic.cleanup.Cleanups,23,1,1,0,24,13
org.jabref.logic.cleanup.ConvertToBiblatexCleanup,12,1,1,0,17,5
org.jabref.logic.cleanup.ConvertToBiblatexCleanupTest,3,1,1,0,15,7
org.jabref.logic.cleanup.ConvertToBibtexCleanup,14,1,1,0,19,6
org.jabref.logic.cleanup.ConvertToBibtexCleanupTest,3,1,1,0,13,5
org.jabref.logic.cleanup.DoiCleanup,14,1,1,0,21,8
org.jabref.logic.cleanup.DoiCleanupTest,4,1,2,0,9,2
org.jabref.logic.cleanup.EprintCleanup,9,1,1,0,13,4
org.jabref.logic.cleanup.EprintCleanupTest,3,1,1,0,5,1
org.jabref.logic.cleanup.FieldFormatterCleanup,35,1,1,0,32,22
org.jabref.logic.cleanup.FieldFormatterCleanupTest,8,1,1,0,19,6
org.jabref.logic.cleanup.FieldFormatterCleanups,22,1,1,0,38,19
org.jabref.logic.cleanup.FileLinksCleanup,7,1,1,0,11,3
org.jabref.logic.cleanup.Formatter,52,1,5,39,9,3
org.jabref.logic.cleanup.ISSNCleanup,6,1,1,0,11,3
org.jabref.logic.cleanup.ISSNCleanupTest,10,1,1,0,14,4
org.jabref.logic.cleanup.MoveFieldCleanup,8,1,1,0,7,2
org.jabref.logic.cleanup.MoveFilesCleanup,11,1,1,0,12,5
org.jabref.logic.cleanup.MoveFilesCleanupTest,10,1,1,0,40,7
org.jabref.logic.cleanup.NormalizeNewlinesFormatter,5,2,5,0,9,6
org.jabref.logic.cleanup.RelativePathsCleanup,8,1,1,0,21,7
org.jabref.logic.cleanup.RenamePdfCleanup,11,1,1,0,14,6
org.jabref.logic.cleanup.RenamePdfCleanupTest,9,1,1,0,30,5
org.jabref.logic.cleanup.TimeStampToCreationDate,11,1,1,0,26,8
org.jabref.logic.cleanup.TimeStampToCreationDateTest,7,1,1,0,22,8
org.jabref.logic.cleanup.TimeStampToModificationDate,11,1,1,0,26,8
org.jabref.logic.cleanup.TimeStampToModificationDateTest,6,1,1,0,18,6
org.jabref.logic.cleanup.UpgradePdfPsToFileCleanup,8,1,1,0,25,5
org.jabref.logic.crawler.Crawler,14,1,1,0,10,2
org.jabref.logic.crawler.CrawlerTest,14,1,1,0,46,5
org.jabref.logic.crawler.StudyDatabaseToFetcherConverter,8,1,2,0,17,4
org.jabref.logic.crawler.StudyDatabaseToFetcherConverterTest,14,1,1,0,32,3
org.jabref.logic.crawler.StudyFetcher,10,1,2,0,24,7
org.jabref.logic.crawler.StudyRepository,33,1,1,0,98,42
org.jabref.logic.crawler.StudyRepositoryTest,24,1,1,0,83,17
org.jabref.logic.crawler.StudyYamlParser,4,1,2,0,13,2
org.jabref.logic.crawler.StudyYamlParserTest,5,1,1,0,19,3
org.jabref.logic.database.DatabaseMerger,19,1,1,0,46,14
org.jabref.logic.database.DatabaseMergerTest,15,1,1,0,49,6
org.jabref.logic.database.DatabaseMergerTest.TestGroup,4,2,3,0,5,4
org.jabref.logic.database.DuplicateCheck,25,1,1,0,69,58
org.jabref.logic.database.DuplicateCheckTest,7,1,2,0,39,24
org.jabref.logic.exporter.AtomicFileOutputStream,2,3,3,0,35,18
org.jabref.logic.exporter.AtomicFileWriter,6,3,1,0,17,8
org.jabref.logic.exporter.BibDatabaseWriter,40,1,1,1,98,37
org.jabref.logic.exporter.BibTeXMLExporter,28,2,1,0,55,37
org.jabref.logic.exporter.BibTeXMLExporterTestFiles,10,1,1,0,37,3
org.jabref.logic.exporter.BibWriter,14,1,1,0,8,9
org.jabref.logic.exporter.BibtexDatabaseWriter,23,2,1,0,34,16
org.jabref.logic.exporter.BibtexDatabaseWriterTest,43,1,1,0,127,47
org.jabref.logic.exporter.BlankLineBehaviour,2,n/a,2,n/a,2,0
org.jabref.logic.exporter.CsvExportFormatTest,11,1,1,0,25,6
org.jabref.logic.exporter.DocBook5ExporterTest,13,1,1,0,29,2
org.jabref.logic.exporter.DocbookExporterTest,11,1,1,0,20,3
org.jabref.logic.exporter.EmbeddedBibFilePdfExporter,17,2,1,0,40,8
org.jabref.logic.exporter.EmbeddedBibFilePdfExporterTest,16,1,1,0,52,11
org.jabref.logic.exporter.Exporter,35,1,3,10,22,15
org.jabref.logic.exporter.ExporterFactory,35,1,2,0,33,8
org.jabref.logic.exporter.ExporterTest,11,1,2,0,25,6
org.jabref.logic.exporter.FieldFormatterCleanupsTest,10,1,1,0,25,9
org.jabref.logic.exporter.GroupSerializer,20,1,1,0,50,19
org.jabref.logic.exporter.GroupSerializerTest,22,1,1,0,40,14
org.jabref.logic.exporter.HtmlExportFormatTest,11,1,1,0,20,3
org.jabref.logic.exporter.MSBibExportFormatTestFiles,11,1,1,0,36,3
org.jabref.logic.exporter.MSBibExporter,10,2,1,0,16,3
org.jabref.logic.exporter.MetaDataSerializer,18,1,1,0,53,17
org.jabref.logic.exporter.MetaDataSerializerTest,9,1,1,0,19,4
org.jabref.logic.exporter.ModsExportFormatTest,5,1,1,0,15,2
org.jabref.logic.exporter.ModsExportFormatTestFiles,12,1,2,0,41,5
org.jabref.logic.exporter.ModsExporter,41,2,1,0,86,65
org.jabref.logic.exporter.MsBibExportFormatTest,4,1,1,0,10,2
org.jabref.logic.exporter.OOCalcDatabase,14,1,1,0,41,12
org.jabref.logic.exporter.OpenDocumentRepresentation,13,1,1,0,28,6
org.jabref.logic.exporter.OpenDocumentSpreadsheetCreator,8,2,1,0,51,13
org.jabref.logic.exporter.OpenOfficeDocumentCreator,7,2,1,0,41,12
org.jabref.logic.exporter.OpenOfficeDocumentCreatorTest,12,1,1,0,42,9
org.jabref.logic.exporter.SaveException,11,3,3,0,17,13
org.jabref.logic.exporter.SavePreferences,36,1,8,0,15,15
org.jabref.logic.exporter.SavePreferences.DatabaseSaveType,5,n/a,2,n/a,2,0
org.jabref.logic.exporter.TemplateExporter,31,2,1,0,61,36
org.jabref.logic.exporter.XmpExporter,9,2,1,0,20,7
org.jabref.logic.exporter.XmpExporterTest,6,1,1,0,32,5
org.jabref.logic.exporter.XmpPdfExporter,10,2,1,0,9,3
org.jabref.logic.exporter.XmpPdfExporterTest,12,1,1,0,48,11
org.jabref.logic.exporter.YamlExporterTest,12,1,1,0,25,7
org.jabref.logic.externalfiles.ExternalFilesContentImporter,8,1,1,0,7,3
org.jabref.logic.externalfiles.LinkedFileHandler,9,1,1,0,47,15
org.jabref.logic.formatter.FormatterTest,7,1,10,0,41,12
org.jabref.logic.formatter.Formatters,31,1,1,0,26,13
org.jabref.logic.formatter.IdentityFormatter,6,2,5,0,7,5
org.jabref.logic.formatter.IdentityFormatterTest,1,1,1,0,5,2
org.jabref.logic.formatter.bibtexfields.AddBracesFormatter,3,2,5,0,9,6
org.jabref.logic.formatter.bibtexfields.AddBracesFormatterTest,1,1,1,0,16,13
org.jabref.logic.formatter.bibtexfields.CleanupUrlFormatter,6,2,5,0,11,6
org.jabref.logic.formatter.bibtexfields.CleanupUrlFormatterTest,1,1,1,0,10,7
org.jabref.logic.formatter.bibtexfields.ClearFormatter,12,2,5,0,7,5
org.jabref.logic.formatter.bibtexfields.ClearFormatterTest,1,1,1,0,7,4
org.jabref.logic.formatter.bibtexfields.EscapeAmpersandsFormatter,4,2,5,0,18,17
org.jabref.logic.formatter.bibtexfields.EscapeAmpersandsFormatterTest,1,1,1,0,9,6
org.jabref.logic.formatter.bibtexfields.EscapeUnderscoresFormatter,4,2,5,0,10,5
org.jabref.logic.formatter.bibtexfields.EscapeUnderscoresFormatterTest,1,1,1,0,7,4
org.jabref.logic.formatter.bibtexfields.HtmlToLatexFormatter,10,2,5,0,30,19
org.jabref.logic.formatter.bibtexfields.HtmlToLatexFormatterTest,1,1,1,0,12,9
org.jabref.logic.formatter.bibtexfields.HtmlToUnicodeFormatter,8,2,5,1,8,5
org.jabref.logic.formatter.bibtexfields.HtmlToUnicodeFormatterTest,1,1,1,0,12,9
org.jabref.logic.formatter.bibtexfields.LatexCleanupFormatter,5,2,5,0,10,5
org.jabref.logic.formatter.bibtexfields.LatexCleanupFormatterTest,1,1,1,0,9,6
org.jabref.logic.formatter.bibtexfields.NormalizeDateFormatter,8,2,5,0,9,5
org.jabref.logic.formatter.bibtexfields.NormalizeDateFormatterTest,1,1,1,0,28,25
org.jabref.logic.formatter.bibtexfields.NormalizeEnDashesFormatter,3,2,5,0,7,5
org.jabref.logic.formatter.bibtexfields.NormalizeEnDashesFormatterTest,1,1,1,0,11,8
org.jabref.logic.formatter.bibtexfields.NormalizeMonthFormatter,9,2,5,0,10,5
org.jabref.logic.formatter.bibtexfields.NormalizeMonthFormatterTest,1,1,1,0,6,3
org.jabref.logic.formatter.bibtexfields.NormalizeNamesFormatter,9,2,5,0,9,5
org.jabref.logic.formatter.bibtexfields.NormalizeNamesFormatterTest,1,1,1,0,31,28
org.jabref.logic.formatter.bibtexfields.NormalizePagesFormatter,10,2,5,0,17,8
org.jabref.logic.formatter.bibtexfields.NormalizePagesFormatterTest,1,1,2,0,8,3
org.jabref.logic.formatter.bibtexfields.OrdinalsToSuperscriptFormatter,5,2,5,0,11,6
org.jabref.logic.formatter.bibtexfields.OrdinalsToSuperscriptFormatterTest,1,1,1,0,11,8
org.jabref.logic.formatter.bibtexfields.RegexFormatter,4,2,5,0,25,11
org.jabref.logic.formatter.bibtexfields.RegexFormatterTest,1,1,1,0,16,12
org.jabref.logic.formatter.bibtexfields.RemoveBracesFormatter,8,2,5,0,11,12
org.jabref.logic.formatter.bibtexfields.RemoveBracesFormatterTest,1,1,1,0,16,13
org.jabref.logic.formatter.bibtexfields.RemoveDigitsFormatter,4,2,5,0,10,5
org.jabref.logic.formatter.bibtexfields.RemoveDigitsFormatterTest,1,1,1,0,6,4
org.jabref.logic.formatter.bibtexfields.RemoveHyphenatedNewlinesFormatter,4,2,5,0,11,5
org.jabref.logic.formatter.bibtexfields.RemoveHyphenatedNewlinesFormatterTest,1,1,1,0,7,4
org.jabref.logic.formatter.bibtexfields.RemoveNewlinesFormatter,8,2,5,0,11,5
org.jabref.logic.formatter.bibtexfields.RemoveNewlinesFormatterTest,1,1,1,0,9,6
org.jabref.logic.formatter.bibtexfields.RemoveRedundantSpacesFormatter,4,2,5,0,10,5
org.jabref.logic.formatter.bibtexfields.RemoveRedundantSpacesFormatterTest,1,1,1,0,7,5
org.jabref.logic.formatter.bibtexfields.ReplaceTabsBySpaceFormater,4,2,5,0,10,5
org.jabref.logic.formatter.bibtexfields.ReplaceTabsBySpaceFormaterTest,1,1,1,0,6,4
org.jabref.logic.formatter.bibtexfields.ShortenDOIFormatter,7,2,5,0,15,5
org.jabref.logic.formatter.bibtexfields.ShortenDOIFormatterTest,1,1,1,0,5,3
org.jabref.logic.formatter.bibtexfields.TrimWhitespaceFormatter,5,2,5,0,8,5
org.jabref.logic.formatter.bibtexfields.TrimWhitespaceFormatterTest,1,1,1,0,9,7
org.jabref.logic.formatter.bibtexfields.UnicodeConverterTest,1,1,1,0,7,5
org.jabref.logic.formatter.bibtexfields.UnicodeToLatexFormatter,10,2,5,0,23,14
org.jabref.logic.formatter.bibtexfields.UnicodeToLatexFormatterTest,1,1,2,0,8,3
org.jabref.logic.formatter.bibtexfields.UnitsToLatexFormatter,6,2,5,0,15,10
org.jabref.logic.formatter.bibtexfields.UnitsToLatexFormatterTest,1,1,1,0,7,3
org.jabref.logic.formatter.casechanger.CapitalizeFormatter,7,2,5,0,11,5
org.jabref.logic.formatter.casechanger.CapitalizeFormatterTest,1,1,1,0,6,3
org.jabref.logic.formatter.casechanger.LowerCaseFormatter,13,2,5,0,11,5
org.jabref.logic.formatter.casechanger.LowerCaseFormatterTest,1,1,2,0,9,4
org.jabref.logic.formatter.casechanger.ProtectTermsFormatter,8,2,5,0,13,9
org.jabref.logic.formatter.casechanger.ProtectTermsFormatterTest,3,1,1,0,15,7
org.jabref.logic.formatter.casechanger.SentenceCaseFormatter,8,2,5,0,13,5
org.jabref.logic.formatter.casechanger.SentenceCaseFormatterTest,1,1,2,0,8,3
org.jabref.logic.formatter.casechanger.Title,7,1,1,0,18,7
org.jabref.logic.formatter.casechanger.TitleCaseFormatter,10,2,5,0,23,7
org.jabref.logic.formatter.casechanger.TitleCaseFormatterTest,1,1,2,0,8,3
org.jabref.logic.formatter.casechanger.TitleParser,3,1,1,0,17,11
org.jabref.logic.formatter.casechanger.UnprotectTermsFormatter,5,2,5,0,13,10
org.jabref.logic.formatter.casechanger.UnprotectTermsFormatterTest,1,1,2,0,8,3
org.jabref.logic.formatter.casechanger.UpperCaseFormatter,9,2,5,0,11,5
org.jabref.logic.formatter.casechanger.UpperCaseFormatterTest,1,1,2,0,8,3
org.jabref.logic.formatter.casechanger.Word,9,1,3,0,25,17
org.jabref.logic.formatter.minifier.MinifyNameListFormatter,5,2,5,0,13,11
org.jabref.logic.formatter.minifier.MinifyNameListFormatterTest,1,1,2,0,8,3
org.jabref.logic.formatter.minifier.TruncateFormatter,5,2,5,0,12,7
org.jabref.logic.formatter.minifier.TruncateFormatterTest,1,1,3,0,11,7
org.jabref.logic.git.GitHandler,5,1,1,1,72,15
org.jabref.logic.git.GitHandlerTest,1,1,1,0,23,4
org.jabref.logic.git.SlrGitHandler,8,2,1,0,48,17
org.jabref.logic.git.SlrGitHandlerTest,2,1,1,0,20,4
org.jabref.logic.groups.DefaultGroupsFactory,8,1,1,0,5,2
org.jabref.logic.help.HelpFile,37,n/a,3,n/a,4,2
org.jabref.logic.help.HelpFileTest,2,1,2,0,11,2
org.jabref.logic.importer.AuthorListParser,4,1,1,0,50,72
org.jabref.logic.importer.AuthorListParser.Token,1,n/a,2,n/a,2,0
org.jabref.logic.importer.AuthorListParserTest,3,1,3,0,9,3
org.jabref.logic.importer.BibDatabaseTestsWithFiles,5,1,1,0,10,2
org.jabref.logic.importer.CompositeIdFetcher,13,1,2,0,22,7
org.jabref.logic.importer.DatabaseFileLookupTest,7,1,1,0,13,2
org.jabref.logic.importer.EntryBasedFetcher,n/a,n/a,n/a,n/a,1,n/a
org.jabref.logic.importer.EntryBasedParserFetcher,n/a,n/a,n/a,n/a,11,n/a
org.jabref.logic.importer.FetcherException,78,4,0,0,6,3
org.jabref.logic.importer.FetcherResult,2,1,2,0,3,3
org.jabref.logic.importer.FulltextFetcher,n/a,n/a,n/a,n/a,2,n/a
org.jabref.logic.importer.FulltextFetchers,15,1,1,0,48,8
org.jabref.logic.importer.FulltextFetchersTest,6,1,1,0,19,4
org.jabref.logic.importer.IdBasedFetcher,n/a,n/a,n/a,n/a,1,n/a
org.jabref.logic.importer.IdBasedParserFetcher,n/a,n/a,n/a,n/a,17,n/a
org.jabref.logic.importer.IdFetcher,n/a,n/a,n/a,n/a,2,n/a
org.jabref.logic.importer.IdParserFetcher,n/a,n/a,n/a,n/a,15,n/a
org.jabref.logic.importer.ImportCleanup,13,1,2,0,6,5
org.jabref.logic.importer.ImportDataTest,1,1,1,0,7,1
org.jabref.logic.importer.ImportException,6,4,0,0,6,3
org.jabref.logic.importer.ImportFormatPreferences,124,1,7,0,8,8
org.jabref.logic.importer.ImportFormatReader,49,1,1,0,60,18
org.jabref.logic.importer.ImportFormatReader.CheckedFunction,n/a,n/a,n/a,n/a,1,n/a
org.jabref.logic.importer.ImportFormatReader.UnknownFormatImport,6,1,0,0,1,1
org.jabref.logic.importer.ImportFormatReaderIntegrationTest,9,1,2,0,28,5
org.jabref.logic.importer.ImportFormatReaderTestParameterless,8,1,1,0,21,5
org.jabref.logic.importer.Importer,54,1,4,25,39,17
org.jabref.logic.importer.ImporterPreferences,22,1,4,0,19,13
org.jabref.logic.importer.ImporterTest,21,1,11,0,37,11
org.jabref.logic.importer.OpenDatabase,18,1,1,0,11,4
org.jabref.logic.importer.OpenDatabaseTest,10,1,1,0,34,10
org.jabref.logic.importer.OutputPrinter,n/a,n/a,n/a,n/a,3,n/a
org.jabref.logic.importer.PagedSearchBasedFetcher,n/a,n/a,n/a,n/a,12,n/a
org.jabref.logic.importer.PagedSearchBasedParserFetcher,n/a,n/a,n/a,n/a,14,n/a
org.jabref.logic.importer.ParseException,39,3,0,0,6,3
org.jabref.logic.importer.Parser,n/a,n/a,n/a,n/a,4,n/a
org.jabref.logic.importer.ParserResult,112,1,5,0,52,29
org.jabref.logic.importer.ParserResultTest,3,1,2,0,10,2
org.jabref.logic.importer.QueryParser,2,1,1,0,13,1
org.jabref.logic.importer.QueryParserTest,3,1,1,0,19,9
org.jabref.logic.importer.SearchBasedFetcher,n/a,n/a,n/a,n/a,7,n/a
org.jabref.logic.importer.SearchBasedParserFetcher,n/a,n/a,n/a,n/a,10,n/a
org.jabref.logic.importer.WebFetcher,n/a,n/a,n/a,n/a,5,n/a
org.jabref.logic.importer.WebFetchers,57,1,7,0,39,14
org.jabref.logic.importer.WebFetchersTest,24,1,1,0,31,7
org.jabref.logic.importer.fetcher.ACMPortalFetcher,9,1,4,0,15,6
org.jabref.logic.importer.fetcher.ACMPortalFetcherTest,8,1,1,0,19,5
org.jabref.logic.importer.fetcher.ACS,7,1,2,0,20,4
org.jabref.logic.importer.fetcher.ACSTest,4,1,1,0,13,5
org.jabref.logic.importer.fetcher.AbstractIsbnFetcher,13,1,3,2,10,5
org.jabref.logic.importer.fetcher.AbstractIsbnFetcherTest,6,1,4,2,13,5
org.jabref.logic.importer.fetcher.ApsFetcher,8,1,2,0,25,7
org.jabref.logic.importer.fetcher.ApsFetcherTest,3,1,1,0,12,5
org.jabref.logic.importer.fetcher.ArXiv,27,1,5,0,83,29
org.jabref.logic.importer.fetcher.ArXiv.ArXivEntry,7,1,2,0,29,12
org.jabref.logic.importer.fetcher.ArXivTest,11,1,5,0,68,41
org.jabref.logic.importer.fetcher.AstrophysicsDataSystem,30,1,2,0,84,25
org.jabref.logic.importer.fetcher.AstrophysicsDataSystemTest,10,1,1,0,40,14
org.jabref.logic.importer.fetcher.BibsonomyScraper,6,1,1,0,10,2
org.jabref.logic.importer.fetcher.CiteSeer,18,1,5,0,27,8
org.jabref.logic.importer.fetcher.CiteSeerTest,5,1,1,0,8,2
org.jabref.logic.importer.fetcher.CollectionOfComputerScienceBibliographiesFetcher,20,1,4,0,25,8
org.jabref.logic.importer.fetcher.CollectionOfComputerScienceBibliographiesFetcherTest,9,1,1,0,30,5
org.jabref.logic.importer.fetcher.CollectionOfComputerScienceBibliographiesParser,10,1,1,0,21,5
org.jabref.logic.importer.fetcher.CollectionOfComputerScienceBibliographiesParserTest,4,1,1,0,19,5
org.jabref.logic.importer.fetcher.ComplexSearchQuery,4,1,10,0,43,30
org.jabref.logic.importer.fetcher.ComplexSearchQuery.ComplexSearchQueryBuilder,4,1,1,0,36,25
org.jabref.logic.importer.fetcher.CompositeIdFetcherTest,8,1,2,0,19,4
org.jabref.logic.importer.fetcher.CompositeSearchBasedFetcher,7,1,3,0,20,5
org.jabref.logic.importer.fetcher.CompositeSearchBasedFetcherTest,22,1,3,0,40,9
org.jabref.logic.importer.fetcher.CrossRef,26,1,3,0,64,21
org.jabref.logic.importer.fetcher.CrossRefTest,10,1,1,0,32,16
org.jabref.logic.importer.fetcher.DBLPFetcher,20,1,5,0,22,6
org.jabref.logic.importer.fetcher.DBLPFetcherTest,9,1,1,0,18,4
org.jabref.logic.importer.fetcher.DOAJFetcher,16,1,4,0,48,36
org.jabref.logic.importer.fetcher.DOAJFetcherTest,6,1,5,0,28,8
org.jabref.logic.importer.fetcher.DiVA,9,1,5,0,13,6
org.jabref.logic.importer.fetcher.DiVATest,6,1,1,0,20,6
org.jabref.logic.importer.fetcher.DoiFetcher,31,1,3,0,50,16
org.jabref.logic.importer.fetcher.DoiFetcherTest,6,1,1,0,22,9
org.jabref.logic.importer.fetcher.DoiResolution,9,1,2,0,61,20
org.jabref.logic.importer.fetcher.DoiResolutionTest,5,1,1,0,22,9
org.jabref.logic.importer.fetcher.FulltextFetcherTest,4,1,3,0,10,3
org.jabref.logic.importer.fetcher.GoogleScholar,21,1,3,0,71,23
org.jabref.logic.importer.fetcher.GoogleScholarTest,11,1,3,0,28,9
org.jabref.logic.importer.fetcher.GrobidCitationFetcher,10,1,4,0,24,6
org.jabref.logic.importer.fetcher.GrobidCitationFetcherTest,9,1,2,0,29,7
org.jabref.logic.importer.fetcher.GvkFetcher,10,1,4,0,12,4
org.jabref.logic.importer.fetcher.GvkFetcherTest,8,1,1,0,22,8
org.jabref.logic.importer.fetcher.GvkParserTest,4,1,2,0,19,6
org.jabref.logic.importer.fetcher.IEEE,22,1,4,0,74,28
org.jabref.logic.importer.fetcher.IEEETest,9,1,3,0,34,15
org.jabref.logic.importer.fetcher.INSPIREFetcher,21,1,6,0,20,7
org.jabref.logic.importer.fetcher.INSPIREFetcherTest,8,1,1,0,15,3
org.jabref.logic.importer.fetcher.IacrEprintFetcher,14,1,2,0,47,24
org.jabref.logic.importer.fetcher.IacrEprintFetcherTest,6,1,2,0,43,16
org.jabref.logic.importer.fetcher.IsbnFetcher,16,1,3,0,22,8
org.jabref.logic.importer.fetcher.IsbnFetcherTest,7,1,1,0,27,10
org.jabref.logic.importer.fetcher.IsbnViaEbookDeFetcher,11,2,3,0,16,4
org.jabref.logic.importer.fetcher.IsbnViaEbookDeFetcherTest,10,2,1,0,18,6
org.jabref.logic.importer.fetcher.IsbnViaOttoBibFetcher,13,2,3,0,23,6
org.jabref.logic.importer.fetcher.IsbnViaOttoBibFetcherTest,9,2,1,0,17,6
org.jabref.logic.importer.fetcher.JstorFetcher,17,1,7,0,47,14
org.jabref.logic.importer.fetcher.JstorFetcherTest,9,1,6,0,22,9
org.jabref.logic.importer.fetcher.LibraryOfCongress,7,1,3,0,8,4
org.jabref.logic.importer.fetcher.LibraryOfCongressTest,6,1,1,0,16,4
